S.NO,Product_name, Product_Price ,Brand,Discount,Orginal Price,Type
611,Men Skinny Fit Grey Cotton Blend Trousers,"1,499",PETER ENGLAND,25%,"1,999",Bottomwear
612,Men Tapered Fit Mid Rise Grey Jeans,971,HIGHLANDER,46%,"1,799",Bottomwear
613,Men Tapered Fit Mid Rise Grey Jeans,615,HIGHLANDER,56%,"1,399",Bottomwear
614,Men Slim Mid Rise Dark Grey Jeans,666,HIGHLANDER,54%,"1,449",Bottomwear
615,Men Tapered Blue Cotton Blend Trousers,671,HIGHLANDER,58%,"1,599",Bottomwear
616,Men Slim Fit Black Cotton Blend Trousers,"1,494",PETER ENGLAND,35%,"2,299",Bottomwear
617,Men Slim Fit Light Green Cotton Blend Trousers,"1,499",PETER ENGLAND,40%,"2,499",Bottomwear
618,Men Slim Mid Rise Black Jeans,725,HIGHLANDER,56%,"1,649",Bottomwear
619,Men Slim Mid Rise Blue Jeans,597,HIGHLANDER,54%,"1,299",Bottomwear
620,Men Skinny Fit Green Cotton Blend Trousers,"1,199",PETER ENGLAND,25%,"1,599",Bottomwear
621,Men Regular Fit Brown Cotton Blend Trousers,824,PETER ENGLAND,45%,"1,499",Bottomwear
622,Men Regular High Rise Dark Blue Jeans,"1,511",Wrangler,46%,"2,799",Bottomwear
623,Men Slim Fit Multicolor Pure Cotton Trousers,"1,049",U.S. POLO ASSN.,58%,"2,499",Bottomwear
624,Solid Men Green Chino Shorts,537,HIGHLANDER,57%,"1,249",Bottomwear
625,Men Slim Fit Green Cotton Blend Trousers,759,HIGHLANDER,51%,"1,549",Bottomwear
626,Men Skinny Fit Dark Green Cotton Blend Trousers,"1,494",PETER ENGLAND,35%,"2,299",Bottomwear
627,Men Skinny Fit Khaki Cotton Blend Trousers,"1,299",PETER ENGLAND,35%,"1,999",Bottomwear
628,Men Tapered Fit Mid Rise Black Jeans,615,HIGHLANDER,56%,"1,399",Bottomwear
629,Men Solid Grey Track Pants,548,HIGHLANDER,39%,899,Bottomwear
630,Men Skinny Fit Brown Cotton Blend Trousers,"1,199",PETER ENGLAND,25%,"1,599",Bottomwear
631,Men Skinny Fit Brown Cotton Blend Trousers,"1,049",PETER ENGLAND,47%,"1,999",Bottomwear
632,Men Solid Blue Track Pants,493,HIGHLANDER,48%,949,Bottomwear
633,Men Colorblock White Track Pants,569,HIGHLANDER,40%,949,Bottomwear
634,Men Tapered Fit Mid Rise Light Blue Jeans,671,HIGHLANDER,52%,"1,399",Bottomwear
635,Men Slim Fit Blue Cotton Blend Trousers,783,HIGHLANDER,51%,"1,599",Bottomwear
636,Men Slim Fit Cream Cotton Blend Trousers,"1,049",PETER ENGLAND,47%,"1,999",Bottomwear
637,Men Regular Fit Green Cotton Blend Trousers,999,PETER ENGLAND,50%,"1,999",Bottomwear
638,Men Regular Mid Rise Blue Jeans,597,HIGHLANDER,54%,"1,299",Bottomwear
639,Men Regular Mid Rise Grey Jeans,597,HIGHLANDER,54%,"1,299",Bottomwear
640,Men Regular Mid Rise Black Jeans,597,HIGHLANDER,54%,"1,299",Bottomwear
641,Men Slim Low Rise Dark Grey Jeans,623,HIGHLANDER,57%,"1,449",Bottomwear
642,Men Slim Fit Blue Cotton Blend Trousers,783,HIGHLANDER,51%,"1,599",Bottomwear
643,Men Slim Fit Khaki Cotton Blend Trousers,"1,299",PETER ENGLAND,35%,"1,999",Bottomwear
644,Men Slim Mid Rise Black Jeans,832,HIGHLANDER,55%,"1,849",Bottomwear
645,Men Slim Low Rise Blue Jeans,695,HIGHLANDER,52%,"1,449",Bottomwear
646,Men Slim Low Rise Grey Jeans,775,HIGHLANDER,53%,"1,649",Bottomwear
647,Men Slim Fit Grey Cotton Blend Trousers,"1,499",PETER ENGLAND,25%,"1,999",Bottomwear
648,Men Skinny Low Rise Blue Jeans,"1,259",Wrangler,55%,"2,799",Bottomwear
649,Men Tapered Fit Mid Rise Grey Jeans,971,HIGHLANDER,46%,"1,799",Bottomwear
650,Men Skinny Fit Green Cotton Blend Trousers,"1,199",PETER ENGLAND,25%,"1,599",Bottomwear
651,Men Skinny Fit Grey Cotton Blend Trousers,"1,499",PETER ENGLAND,25%,"1,999",Bottomwear
652,Men Tapered Fit Mid Rise Grey Jeans,615,HIGHLANDER,56%,"1,399",Bottomwear
653,Men Tapered Fit Mid Rise Black Jeans,615,HIGHLANDER,56%,"1,399",Bottomwear
654,Men Slim Mid Rise Blue Jeans,597,HIGHLANDER,54%,"1,299",Bottomwear
655,Men Slim Mid Rise Dark Grey Jeans,666,HIGHLANDER,54%,"1,449",Bottomwear
656,Men Slim Fit Black Cotton Blend Trousers,"1,494",PETER ENGLAND,35%,"2,299",Bottomwear
657,Men Slim Fit Light Green Cotton Blend Trousers,"1,499",PETER ENGLAND,40%,"2,499",Bottomwear
658,Men Slim Mid Rise Black Jeans,725,HIGHLANDER,56%,"1,649",Bottomwear
659,Men Tapered Blue Cotton Blend Trousers,671,HIGHLANDER,58%,"1,599",Bottomwear
660,Men Skinny Fit Green Cotton Blend Trousers,"1,199",PETER ENGLAND,25%,"1,599",Bottomwear
661,Men Regular Fit Brown Cotton Blend Trousers,824,PETER ENGLAND,45%,"1,499",Bottomwear
662,Solid Men Green Chino Shorts,537,HIGHLANDER,57%,"1,249",Bottomwear
663,Men Slim Fit Multicolor Pure Cotton Trousers,"1,049",U.S. POLO ASSN.,58%,"2,499",Bottomwear
664,Men Slim Fit Green Cotton Blend Trousers,759,HIGHLANDER,51%,"1,549",Bottomwear
665,Men Slim Fit Grey Cotton Blend Trousers,764,HIGHLANDER,55%,"1,699",Bottomwear
666,Men Skinny Fit Dark Green Cotton Blend Trousers,"1,494",PETER ENGLAND,35%,"2,299",Bottomwear
667,Men Skinny Fit Khaki Cotton Blend Trousers,"1,299",PETER ENGLAND,35%,"1,999",Bottomwear
668,Men Tapered Fit Mid Rise Light Blue Jeans,623,HIGHLANDER,52%,"1,299",Bottomwear
669,Men Slim Mid Rise Blue Jeans,767,HIGHLANDER,52%,"1,599",Bottomwear
670,Men Skinny Fit Brown Cotton Blend Trousers,"1,199",PETER ENGLAND,25%,"1,599",Bottomwear
671,Men Skinny Fit Brown Cotton Blend Trousers,"1,049",PETER ENGLAND,47%,"1,999",Bottomwear
672,Men Colorblock White Track Pants,569,HIGHLANDER,40%,949,Bottomwear
673,Men Regular High Rise Dark Blue Jeans,"1,511",Wrangler,46%,"2,799",Bottomwear
674,Men Solid Blue Track Pants,493,HIGHLANDER,48%,949,Bottomwear
675,Men Solid Blue Track Pants,"1,507",ADIDAS,24%,"1,999",Bottomwear
676,Men Slim Fit Cream Cotton Blend Trousers,"1,049",PETER ENGLAND,47%,"1,999",Bottomwear
677,Men Regular Fit Green Cotton Blend Trousers,999,PETER ENGLAND,50%,"1,999",Bottomwear
678,Men Slim Fit Blue Cotton Blend Trousers,783,HIGHLANDER,51%,"1,599",Bottomwear
679,Men Regular Mid Rise Grey Jeans,597,HIGHLANDER,54%,"1,299",Bottomwear
680,Men Regular Mid Rise Black Jeans,597,HIGHLANDER,54%,"1,299",Bottomwear
681,Men Tapered Fit Mid Rise Black Jeans,666,HIGHLANDER,54%,"1,449",Bottomwear
682,Men Slim Low Rise Dark Grey Jeans,623,HIGHLANDER,57%,"1,449",Bottomwear
683,Men Slim Fit Khaki Cotton Blend Trousers,"1,299",PETER ENGLAND,35%,"1,999",Bottomwear
684,Men Slim Mid Rise Black Jeans,832,HIGHLANDER,55%,"1,849",Bottomwear
685,Men Slim Low Rise Grey Jeans,775,HIGHLANDER,53%,"1,649",Bottomwear
686,Men Slim Mid Rise Dark Grey Jeans,666,HIGHLANDER,54%,"1,449",Bottomwear
687,Men Slim Fit Grey Cotton Blend Trousers,"1,499",PETER ENGLAND,25%,"1,999",Bottomwear
688,Men Skinny Low Rise Blue Jeans,"1,259",Wrangler,55%,"2,799",Bottomwear
689,Men Regular Mid Rise Black Jeans,597,HIGHLANDER,54%,"1,299",Bottomwear
690,Men Skinny Fit Green Cotton Blend Trousers,"1,199",PETER ENGLAND,25%,"1,599",Bottomwear
691,Men Skinny Fit Grey Cotton Blend Trousers,"1,499",PETER ENGLAND,25%,"1,999",Bottomwear
692,Men Tapered Fit Mid Rise Grey Jeans,971,HIGHLANDER,46%,"1,799",Bottomwear
693,Men Tapered Fit Mid Rise Grey Jeans,615,HIGHLANDER,56%,"1,399",Bottomwear
694,Men Slim Mid Rise Dark Grey Jeans,666,HIGHLANDER,54%,"1,449",Bottomwear
695,Men Tapered Blue Cotton Blend Trousers,671,HIGHLANDER,58%,"1,599",Bottomwear
696,Men Slim Fit Black Cotton Blend Trousers,"1,494",PETER ENGLAND,35%,"2,299",Bottomwear
697,Men Slim Fit Light Green Cotton Blend Trousers,"1,499",PETER ENGLAND,40%,"2,499",Bottomwear
698,Men Slim Mid Rise Black Jeans,725,HIGHLANDER,56%,"1,649",Bottomwear
699,Men Slim Mid Rise Blue Jeans,597,HIGHLANDER,54%,"1,299",Bottomwear
700,Men Skinny Fit Green Cotton Blend Trousers,"1,199",PETER ENGLAND,25%,"1,599",Bottomwear
701,Men Regular Fit Brown Cotton Blend Trousers,824,PETER ENGLAND,45%,"1,499",Bottomwear
702,Men Regular High Rise Dark Blue Jeans,"1,511",Wrangler,46%,"2,799",Bottomwear
703,Men Slim Fit Multicolor Pure Cotton Trousers,"1,049",U.S. POLO ASSN.,58%,"2,499",Bottomwear
704,Solid Men Green Chino Shorts,537,HIGHLANDER,57%,"1,249",Bottomwear
705,Men Slim Fit Green Cotton Blend Trousers,759,HIGHLANDER,51%,"1,549",Bottomwear
706,Men Skinny Fit Dark Green Cotton Blend Trousers,"1,494",PETER ENGLAND,35%,"2,299",Bottomwear
707,Men Skinny Fit Khaki Cotton Blend Trousers,"1,299",PETER ENGLAND,35%,"1,999",Bottomwear
708,Men Tapered Fit Mid Rise Black Jeans,615,HIGHLANDER,56%,"1,399",Bottomwear
709,Men Solid Grey Track Pants,548,HIGHLANDER,39%,899,Bottomwear
710,Men Skinny Fit Brown Cotton Blend Trousers,"1,199",PETER ENGLAND,25%,"1,599",Bottomwear
711,Men Skinny Fit Brown Cotton Blend Trousers,"1,049",PETER ENGLAND,47%,"1,999",Bottomwear
712,Men Solid Blue Track Pants,493,HIGHLANDER,48%,949,Bottomwear
713,Men Colorblock White Track Pants,569,HIGHLANDER,40%,949,Bottomwear
714,Men Tapered Fit Mid Rise Light Blue Jeans,671,HIGHLANDER,52%,"1,399",Bottomwear
715,Men Slim Fit Blue Cotton Blend Trousers,783,HIGHLANDER,51%,"1,599",Bottomwear
716,Men Slim Fit Cream Cotton Blend Trousers,"1,049",PETER ENGLAND,47%,"1,999",Bottomwear
717,Men Regular Fit Green Cotton Blend Trousers,999,PETER ENGLAND,50%,"1,999",Bottomwear
718,Men Regular Mid Rise Blue Jeans,597,HIGHLANDER,54%,"1,299",Bottomwear
719,Men Regular Mid Rise Grey Jeans,597,HIGHLANDER,54%,"1,299",Bottomwear
